'Elapsed time','MLII'
'0:21.792',-0.485
'0:21.794',-0.460
'0:21.797',-0.470
'0:21.800',-0.480
'0:21.803',-0.495
'0:21.806',-0.495
'0:21.808',-0.480
'0:21.811',-0.465
'0:21.814',-0.475
'0:21.817',-0.485
'0:21.819',-0.510
'0:21.822',-0.485
'0:21.825',-0.470
'0:21.828',-0.470
'0:21.831',-0.480
'0:21.833',-0.485
'0:21.836',-0.495
'0:21.839',-0.500
'0:21.842',-0.495
'0:21.844',-0.490
'0:21.847',-0.495
'0:21.850',-0.505
'0:21.853',-0.500
'0:21.856',-0.520
'0:21.858',-0.510
'0:21.861',-0.500
'0:21.864',-0.500
'0:21.867',-0.515
'0:21.869',-0.525
'0:21.872',-0.525
'0:21.875',-0.510
'0:21.878',-0.495
'0:21.881',-0.490
'0:21.883',-0.495
'0:21.886',-0.500
'0:21.889',-0.500
'0:21.892',-0.505
'0:21.894',-0.500
'0:21.897',-0.510
'0:21.900',-0.505
'0:21.903',-0.510
'0:21.906',-0.485
'0:21.908',-0.475
'0:21.911',-0.470
'0:21.914',-0.465
'0:21.917',-0.480
'0:21.919',-0.500
'0:21.922',-0.500
'0:21.925',-0.485
'0:21.928',-0.465
'0:21.931',-0.470
'0:21.933',-0.480
'0:21.936',-0.490
'0:21.939',-0.495
'0:21.942',-0.485
'0:21.944',-0.465
'0:21.947',-0.470
'0:21.950',-0.470
'0:21.953',-0.470
'0:21.956',-0.470
'0:21.958',-0.475
'0:21.961',-0.455
'0:21.964',-0.445
'0:21.967',-0.445
'0:21.969',-0.460
'0:21.972',-0.465
'0:21.975',-0.460
'0:21.978',-0.440
'0:21.981',-0.445
'0:21.983',-0.440
'0:21.986',-0.430
'0:21.989',-0.440
'0:21.992',-0.430
'0:21.994',-0.435
'0:21.997',-0.440
'0:22.000',-0.445
'0:22.003',-0.415
'0:22.006',-0.430
'0:22.008',-0.395
'0:22.011',-0.380
'0:22.014',-0.375
'0:22.017',-0.375
'0:22.019',-0.375
'0:22.022',-0.395
'0:22.025',-0.375
'0:22.028',-0.370
'0:22.031',-0.360
'0:22.033',-0.355
'0:22.036',-0.325
'0:22.039',-0.335
'0:22.042',-0.295
'0:22.044',-0.250
'0:22.047',-0.175
'0:22.050',-0.015
'0:22.053',0.315
'0:22.056',0.870
'0:22.058',1.425
'0:22.061',1.750
'0:22.064',1.735
'0:22.067',1.565
'0:22.069',1.420
'0:22.072',1.340
'0:22.075',1.305
'0:22.078',1.235
'0:22.081',1.140
'0:22.083',1.050
'0:22.086',0.955
'0:22.089',0.870
'0:22.092',0.785
'0:22.094',0.715
'0:22.097',0.625
'0:22.100',0.505
'0:22.103',0.385
'0:22.106',0.255
'0:22.108',0.115
'0:22.111',-0.030
'0:22.114',-0.190
'0:22.117',-0.345
'0:22.119',-0.530
'0:22.122',-0.680
'0:22.125',-0.850
'0:22.128',-1.035
'0:22.131',-1.245
'0:22.133',-1.440
'0:22.136',-1.610
'0:22.139',-1.740
'0:22.142',-1.855
'0:22.144',-1.925
'0:22.147',-2.000
'0:22.150',-2.065
'0:22.153',-2.125
'0:22.156',-2.165
'0:22.158',-2.180
'0:22.161',-2.210
'0:22.164',-2.275
'0:22.167',-2.355
'0:22.169',-2.420
'0:22.172',-2.480
'0:22.175',-2.505
'0:22.178',-2.550
'0:22.181',-2.585
'0:22.183',-2.600
'0:22.186',-2.540
'0:22.189',-2.420
'0:22.192',-2.250
'0:22.194',-2.065
'0:22.197',-1.890
'0:22.200',-1.735
'0:22.203',-1.605
'0:22.206',-1.505
'0:22.208',-1.400
'0:22.211',-1.320
'0:22.214',-1.260
'0:22.217',-1.210
'0:22.219',-1.155
'0:22.222',-1.110
'0:22.225',-1.050
'0:22.228',-1.005
'0:22.231',-1.010
'0:22.233',-0.990
'0:22.236',-0.960
'0:22.239',-0.925
'0:22.242',-0.850
'0:22.244',-0.775
'0:22.247',-0.700
'0:22.250',-0.650
'0:22.253',-0.600
'0:22.256',-0.545
'0:22.258',-0.480
'0:22.261',-0.400
'0:22.264',-0.340
'0:22.267',-0.260
'0:22.269',-0.175
'0:22.272',-0.095
'0:22.275',-0.020
'0:22.278',0.050
'0:22.281',0.100
'0:22.283',0.145
'0:22.286',0.170
'0:22.289',0.215
'0:22.292',0.245
'0:22.294',0.275
'0:22.297',0.290
'0:22.300',0.295
'0:22.303',0.310
'0:22.306',0.330
'0:22.308',0.360
'0:22.311',0.390
'0:22.314',0.400
'0:22.317',0.410
'0:22.319',0.430
'0:22.322',0.435
'0:22.325',0.465
'0:22.328',0.495
'0:22.331',0.535
'0:22.333',0.555
'0:22.336',0.600
'0:22.339',0.625
'0:22.342',0.675
'0:22.344',0.740
'0:22.347',0.780
'0:22.350',0.815
'0:22.353',0.870
'0:22.356',0.940
'0:22.358',1.010
'0:22.361',1.065
'0:22.364',1.110
'0:22.367',1.140
'0:22.369',1.160
'0:22.372',1.185
'0:22.375',1.230
'0:22.378',1.285
'0:22.381',1.315
'0:22.383',1.320
'0:22.386',1.325
'0:22.389',1.325
'0:22.392',1.335
'0:22.394',1.345
'0:22.397',1.340
'0:22.400',1.355
'0:22.403',1.365
'0:22.406',1.375
'0:22.408',1.375
'0:22.411',1.385
'0:22.414',1.365
'0:22.417',1.360
'0:22.419',1.340
'0:22.422',1.315
'0:22.425',1.295
'0:22.428',1.265
'0:22.431',1.235
'0:22.433',1.190
'0:22.436',1.145
'0:22.439',1.110
'0:22.442',1.070
'0:22.444',1.050
'0:22.447',0.975
'0:22.450',0.920
'0:22.453',0.880
'0:22.456',0.825
'0:22.458',0.785
'0:22.461',0.760
'0:22.464',0.705
'0:22.467',0.645
'0:22.469',0.570
'0:22.472',0.520
'0:22.475',0.470
'0:22.478',0.430
'0:22.481',0.375
'0:22.483',0.320
'0:22.486',0.260
'0:22.489',0.205
'0:22.492',0.165
'0:22.494',0.130
'0:22.497',0.085
'0:22.500',0.035
'0:22.503',-0.020
'0:22.506',-0.055
'0:22.508',-0.085
'0:22.511',-0.115
'0:22.514',-0.155
'0:22.517',-0.190
'0:22.519',-0.230
'0:22.522',-0.260
'0:22.525',-0.275
'0:22.528',-0.290
'0:22.531',-0.320
'0:22.533',-0.355
'0:22.536',-0.375
'0:22.539',-0.390
'0:22.542',-0.395
'0:22.544',-0.390
'0:22.547',-0.415
'0:22.550',-0.435
'0:22.553',-0.445
'0:22.556',-0.455
'0:22.558',-0.460
'0:22.561',-0.450
'0:22.564',-0.470
'0:22.567',-0.480
'0:22.569',-0.495
'0:22.572',-0.490
'0:22.575',-0.490
'0:22.578',-0.495
'0:22.581',-0.500
'0:22.583',-0.505
'0:22.586',-0.515
'0:22.589',-0.525
'0:22.592',-0.515
'0:22.594',-0.515
'0:22.597',-0.515
'0:22.600',-0.520
'0:22.603',-0.520
'0:22.606',-0.525
'0:22.608',-0.525
'0:22.611',-0.515
'0:22.614',-0.515
'0:22.617',-0.515
'0:22.619',-0.540
'0:22.622',-0.530
'0:22.625',-0.525
'0:22.628',-0.520
'0:22.631',-0.520
'0:22.633',-0.515
'0:22.636',-0.530
'0:22.639',-0.515
'0:22.642',-0.500
'0:22.644',-0.490
'0:22.647',-0.495
'0:22.650',-0.495
'0:22.653',-0.500
'0:22.656',-0.505
'0:22.658',-0.495
'0:22.661',-0.500
'0:22.664',-0.480
'0:22.667',-0.480
'0:22.669',-0.490
'0:22.672',-0.490
'0:22.675',-0.490
'0:22.678',-0.470
'0:22.681',-0.465
'0:22.683',-0.465
'0:22.686',-0.460
'0:22.689',-0.465
'0:22.692',-0.450
'0:22.694',-0.435
'0:22.697',-0.460
'0:22.700',-0.450
'0:22.703',-0.460
'0:22.706',-0.450
'0:22.708',-0.445
'0:22.711',-0.430
'0:22.714',-0.435
'0:22.717',-0.435
'0:22.719',-0.430
'0:22.722',-0.435
'0:22.725',-0.440
'0:22.728',-0.430
'0:22.731',-0.440
'0:22.733',-0.435
'0:22.736',-0.450
'0:22.739',-0.445
'0:22.742',-0.435
'0:22.744',-0.420
'0:22.747',-0.430
'0:22.750',-0.430
'0:22.753',-0.430
'0:22.756',-0.440
'0:22.758',-0.425
'0:22.761',-0.410
'0:22.764',-0.415
'0:22.767',-0.410
'0:22.769',-0.415
'0:22.772',-0.425
'0:22.775',-0.420
'0:22.778',-0.410
'0:22.781',-0.400
'0:22.783',-0.400
'0:22.786',-0.400
'0:22.789',-0.410
'0:22.792',-0.395
'0:22.794',-0.395
'0:22.797',-0.395
'0:22.800',-0.400
'0:22.803',-0.420
'0:22.806',-0.410
'0:22.808',-0.400
'0:22.811',-0.385
'0:22.814',-0.375
'0:22.817',-0.385
'0:22.819',-0.405
'0:22.822',-0.405
'0:22.825',-0.380
'0:22.828',-0.355
'0:22.831',-0.365
'0:22.833',-0.370
'0:22.836',-0.370
'0:22.839',-0.385
'0:22.842',-0.370
'0:22.844',-0.370
'0:22.847',-0.355
'0:22.850',-0.345
'0:22.853',-0.350
'0:22.856',-0.335
'0:22.858',-0.335
'0:22.861',-0.340
'0:22.864',-0.345
'0:22.867',-0.345
'0:22.869',-0.340
'0:22.872',-0.345
'0:22.875',-0.320
'0:22.878',-0.300
'0:22.881',-0.305
'0:22.883',-0.295
'0:22.886',-0.300
'0:22.889',-0.290
'0:22.892',-0.270
'0:22.894',-0.245
'0:22.897',-0.225
'0:22.900',-0.195
'0:22.903',-0.145
'0:22.906',-0.020
'0:22.908',0.270
'0:22.911',0.750
'0:22.914',1.330
'0:22.917',1.745
'0:22.919',1.845
'0:22.922',1.680
'0:22.925',1.510
'0:22.928',1.445
'0:22.931',1.375
'0:22.933',1.305
'0:22.936',1.215
'0:22.939',1.125
'0:22.942',1.045
'0:22.944',0.980
'0:22.947',0.885
'0:22.950',0.790
'0:22.953',0.690
'0:22.956',0.580
'0:22.958',0.460
'0:22.961',0.335
'0:22.964',0.200
'0:22.967',0.055
'0:22.969',-0.115
'0:22.972',-0.315
'0:22.975',-0.510
'0:22.978',-0.705
'0:22.981',-0.915
'0:22.983',-1.140
'0:22.986',-1.375
'0:22.989',-1.570
'0:22.992',-1.720
'0:22.994',-1.850
'0:22.997',-1.975
'0:23.000',-2.045
'0:23.003',-2.085
'0:23.006',-2.125
'0:23.008',-2.125
'0:23.011',-2.135
'0:23.014',-2.200
'0:23.017',-2.265
'0:23.019',-2.350
'0:23.022',-2.405
'0:23.025',-2.430
'0:23.028',-2.460
'0:23.031',-2.515
'0:23.033',-2.550
'0:23.036',-2.525
'0:23.039',-2.420
'0:23.042',-2.260
'0:23.044',-2.075
'0:23.047',-1.885
'0:23.050',-1.690
'0:23.053',-1.540
'0:23.056',-1.410
'0:23.058',-1.270
'0:23.061',-1.175
'0:23.064',-1.095
'0:23.067',-1.015
'0:23.069',-0.950
'0:23.072',-0.860
'0:23.075',-0.765
'0:23.078',-0.690
'0:23.081',-0.655
'0:23.083',-0.610
'0:23.086',-0.560
'0:23.089',-0.485
'0:23.092',-0.390
'0:23.094',-0.275
'0:23.097',-0.175
'0:23.100',-0.080
'0:23.103',-0.005
'0:23.106',0.040
'0:23.108',0.070
'0:23.111',0.135
'0:23.114',0.190
'0:23.117',0.265
'0:23.119',0.335
'0:23.122',0.410
'0:23.125',0.485
'0:23.128',0.555
'0:23.131',0.600
'0:23.133',0.640
'0:23.136',0.655
'0:23.139',0.675
'0:23.142',0.685
'0:23.144',0.695
'0:23.147',0.685
'0:23.150',0.680
'0:23.153',0.670
'0:23.156',0.665
'0:23.158',0.675
'0:23.161',0.685
'0:23.164',0.690
'0:23.167',0.690
'0:23.169',0.690
'0:23.172',0.695
'0:23.175',0.725
'0:23.178',0.740
'0:23.181',0.750
'0:23.183',0.760
'0:23.186',0.770
'0:23.189',0.785
'0:23.192',0.815
'0:23.194',0.840
'0:23.197',0.875
'0:23.200',0.905
'0:23.203',0.930
'0:23.206',0.950
'0:23.208',0.990
'0:23.211',1.030
'0:23.214',1.060
'0:23.217',1.075
'0:23.219',1.085
'0:23.222',1.120
'0:23.225',1.160
'0:23.228',1.190
'0:23.231',1.200
'0:23.233',1.215
'0:23.236',1.220
'0:23.239',1.230
'0:23.242',1.250
'0:23.244',1.290
'0:23.247',1.280
'0:23.250',1.280
'0:23.253',1.270
'0:23.256',1.265
'0:23.258',1.285
'0:23.261',1.295
'0:23.264',1.280
'0:23.267',1.270
'0:23.269',1.240
'0:23.272',1.240
'0:23.275',1.230
'0:23.278',1.220
'0:23.281',1.180
'0:23.283',1.145
'0:23.286',1.105
'0:23.289',1.085
'0:23.292',1.050
'0:23.294',1.025
'0:23.297',0.990
'0:23.300',0.945
'0:23.303',0.890
'0:23.306',0.840
'0:23.308',0.800
'0:23.311',0.765
'0:23.314',0.725
'0:23.317',0.680
'0:23.319',0.635
'0:23.322',0.575
'0:23.325',0.545
'0:23.328',0.500
'0:23.331',0.445
'0:23.333',0.390
'0:23.336',0.335
'0:23.339',0.280
'0:23.342',0.240
'0:23.344',0.200
'0:23.347',0.150
'0:23.350',0.110
'0:23.353',0.070
'0:23.356',0.035
'0:23.358',0.010
'0:23.361',-0.010
'0:23.364',-0.060
'0:23.367',-0.080
'0:23.369',-0.110
'0:23.372',-0.125
'0:23.375',-0.135
'0:23.378',-0.140
'0:23.381',-0.165
'0:23.383',-0.185
'0:23.386',-0.210
'0:23.389',-0.210
'0:23.392',-0.215
'0:23.394',-0.210
'0:23.397',-0.220
'0:23.400',-0.225
'0:23.403',-0.235
'0:23.406',-0.245
'0:23.408',-0.245
'0:23.411',-0.240
'0:23.414',-0.250
'0:23.417',-0.265
'0:23.419',-0.275
'0:23.422',-0.275
'0:23.425',-0.265
'0:23.428',-0.260
'0:23.431',-0.265
'0:23.433',-0.265
'0:23.436',-0.285
'0:23.439',-0.285
'0:23.442',-0.260
'0:23.444',-0.255
'0:23.447',-0.255
'0:23.450',-0.265
'0:23.453',-0.275
'0:23.456',-0.280
'0:23.458',-0.285
'0:23.461',-0.250
'0:23.464',-0.270
'0:23.467',-0.275
'0:23.469',-0.285
'0:23.472',-0.280
'0:23.475',-0.275
'0:23.478',-0.255
'0:23.481',-0.255
'0:23.483',-0.265
'0:23.486',-0.265
'0:23.489',-0.250
'0:23.492',-0.245
'0:23.494',-0.230
'0:23.497',-0.225
'0:23.500',-0.230
'0:23.503',-0.225
'0:23.506',-0.235
'0:23.508',-0.225
'0:23.511',-0.210
'0:23.514',-0.215
'0:23.517',-0.215
'0:23.519',-0.205
'0:23.522',-0.225
'0:23.525',-0.210
'0:23.528',-0.200
'0:23.531',-0.210
'0:23.533',-0.215
'0:23.536',-0.230
'0:23.539',-0.215
'0:23.542',-0.220
'0:23.544',-0.200
'0:23.547',-0.190
'0:23.550',-0.195
'0:23.553',-0.225
'0:23.556',-0.230
'0:23.558',-0.220
'0:23.561',-0.215
'0:23.564',-0.225
'0:23.567',-0.225
'0:23.569',-0.230
'0:23.572',-0.215
'0:23.575',-0.215
'0:23.578',-0.195
'0:23.581',-0.200
'0:23.583',-0.215
'0:23.586',-0.215
'0:23.589',-0.225
'0:23.592',-0.200
'0:23.594',-0.200
'0:23.597',-0.195
'0:23.600',-0.210
'0:23.603',-0.240
'0:23.606',-0.225
'0:23.608',-0.215
'0:23.611',-0.200
'0:23.614',-0.190
'0:23.617',-0.200
'0:23.619',-0.195
'0:23.622',-0.205
'0:23.625',-0.190
'0:23.628',-0.185
'0:23.631',-0.190
'0:23.633',-0.200
'0:23.636',-0.205
'0:23.639',-0.215
'0:23.642',-0.205
'0:23.644',-0.190
'0:23.647',-0.195
'0:23.650',-0.195
'0:23.653',-0.195
'0:23.656',-0.220
'0:23.658',-0.200
'0:23.661',-0.185
'0:23.664',-0.195
'0:23.667',-0.200
'0:23.669',-0.205
'0:23.672',-0.205
'0:23.675',-0.185
'0:23.678',-0.180
'0:23.681',-0.180
'0:23.683',-0.185
'0:23.686',-0.195
'0:23.689',-0.175
'0:23.692',-0.170
'0:23.694',-0.155
'0:23.697',-0.180
'0:23.700',-0.175
'0:23.703',-0.180
'0:23.706',-0.165
'0:23.708',-0.150
'0:23.711',-0.140
'0:23.714',-0.140
'0:23.717',-0.130
'0:23.719',-0.125
'0:23.722',-0.080
'0:23.725',-0.035
'0:23.728',0.050
'0:23.731',0.200
'0:23.733',0.530
'0:23.736',1.075
'0:23.739',1.660
'0:23.742',1.965
'0:23.744',1.925
'0:23.747',1.735
'0:23.750',1.590
'0:23.753',1.525
'0:23.756',1.470
'0:23.758',1.405
'0:23.761',1.340
'0:23.764',1.255
'0:23.767',1.160
'0:23.769',1.100
'0:23.772',1.045
'0:23.775',0.995
'0:23.778',0.905
'0:23.781',0.785
'0:23.783',0.630
'0:23.786',0.480
'0:23.789',0.340
'0:23.792',0.205
'0:23.794',0.060
'0:23.797',-0.125
'0:23.800',-0.370
'0:23.803',-0.620
'0:23.806',-0.855
'0:23.808',-1.045
'0:23.811',-1.210
'0:23.814',-1.365
'0:23.817',-1.480
'0:23.819',-1.555
'0:23.822',-1.650
'0:23.825',-1.725
'0:23.828',-1.785
'0:23.831',-1.865
'0:23.833',-1.970
'0:23.836',-2.060
'0:23.839',-2.165
'0:23.842',-2.240
'0:23.844',-2.300
'0:23.847',-2.385
'0:23.850',-2.435
'0:23.853',-2.425
'0:23.856',-2.340
'0:23.858',-2.175
'0:23.861',-1.980
'0:23.864',-1.820
'0:23.867',-1.650
'0:23.869',-1.535
'0:23.872',-1.415
'0:23.875',-1.310
'0:23.878',-1.225
'0:23.881',-1.165
'0:23.883',-1.115
'0:23.886',-1.075
'0:23.889',-1.030
'0:23.892',-0.990
'0:23.894',-0.955
'0:23.897',-0.940
'0:23.900',-0.915
'0:23.903',-0.885
'0:23.906',-0.825
'0:23.908',-0.735
'0:23.911',-0.645
'0:23.914',-0.585
'0:23.917',-0.520
'0:23.919',-0.480
'0:23.922',-0.440
'0:23.925',-0.360
'0:23.928',-0.275
'0:23.931',-0.200
'0:23.933',-0.120
'0:23.936',-0.050
'0:23.939',0.000
'0:23.942',0.065
'0:23.944',0.130
'0:23.947',0.190
'0:23.950',0.240
'0:23.953',0.270
'0:23.956',0.280
'0:23.958',0.290
'0:23.961',0.315
'0:23.964',0.325
'0:23.967',0.330
'0:23.969',0.335
'0:23.972',0.355
'0:23.975',0.385
'0:23.978',0.410
'0:23.981',0.425
'0:23.983',0.435
'0:23.986',0.455
'0:23.989',0.470
'0:23.992',0.500
'0:23.994',0.540
'0:23.997',0.550
'0:24.000',0.560
'0:24.003',0.585
'0:24.006',0.595
'0:24.008',0.630
'0:24.011',0.675
'0:24.014',0.685
'0:24.017',0.705
'0:24.019',0.730
'0:24.022',0.770
'0:24.025',0.810
'0:24.028',0.840
'0:24.031',0.865
'0:24.033',0.890
'0:24.036',0.910
'0:24.039',0.925
'0:24.042',0.965
'0:24.044',1.005
'0:24.047',1.020
'0:24.050',1.045
'0:24.053',1.050
'0:24.056',1.065
'0:24.058',1.105
'0:24.061',1.125
'0:24.064',1.125
'0:24.067',1.130
'0:24.069',1.120
'0:24.072',1.130
'0:24.075',1.145
'0:24.078',1.160
'0:24.081',1.165
'0:24.083',1.145
'0:24.086',1.135
'0:24.089',1.130
'0:24.092',1.130
'0:24.094',1.120
'0:24.097',1.100
'0:24.100',1.085
'0:24.103',1.055
'0:24.106',1.025
'0:24.108',1.010
'0:24.111',0.985
'0:24.114',0.960
'0:24.117',0.930
'0:24.119',0.890
'0:24.122',0.845
'0:24.125',0.820
'0:24.128',0.780
'0:24.131',0.745
'0:24.133',0.705
'0:24.136',0.660
'0:24.139',0.610
'0:24.142',0.570
'0:24.144',0.535
'0:24.147',0.490
'0:24.150',0.440
'0:24.153',0.395
'0:24.156',0.345
'0:24.158',0.315
'0:24.161',0.290
'0:24.164',0.235
'0:24.167',0.190
'0:24.169',0.135
'0:24.172',0.105
'0:24.175',0.080
'0:24.178',0.060
'0:24.181',0.040
'0:24.183',0.005
'0:24.186',-0.010
'0:24.189',-0.030
'0:24.192',-0.055
'0:24.194',-0.050
'0:24.197',-0.085
'0:24.200',-0.100
'0:24.203',-0.105
'0:24.206',-0.130
'0:24.208',-0.135
'0:24.211',-0.130
'0:24.214',-0.160
'0:24.217',-0.160
'0:24.219',-0.170
'0:24.222',-0.160
'0:24.225',-0.165
'0:24.228',-0.175
'0:24.231',-0.180
'0:24.233',-0.190
'0:24.236',-0.200
'0:24.239',-0.205
'0:24.242',-0.205
'0:24.244',-0.190
'0:24.247',-0.195
'0:24.250',-0.195
'0:24.253',-0.215
'0:24.256',-0.210
'0:24.258',-0.195
'0:24.261',-0.200
'0:24.264',-0.200
'0:24.267',-0.215
'0:24.269',-0.210
'0:24.272',-0.220
'0:24.275',-0.195
'0:24.278',-0.195
'0:24.281',-0.190
'0:24.283',-0.200
'0:24.286',-0.205
'0:24.289',-0.225
'0:24.292',-0.200
'0:24.294',-0.185
'0:24.297',-0.200
'0:24.300',-0.195
'0:24.303',-0.200
'0:24.306',-0.200
'0:24.308',-0.195
'0:24.311',-0.190
'0:24.314',-0.180
'0:24.317',-0.185
'0:24.319',-0.190
'0:24.322',-0.185
'0:24.325',-0.175
'0:24.328',-0.155
'0:24.331',-0.170
'0:24.333',-0.170
'0:24.336',-0.180
'0:24.339',-0.180
'0:24.342',-0.180
'0:24.344',-0.170
'0:24.347',-0.165
'0:24.350',-0.175
'0:24.353',-0.175
'0:24.356',-0.200
'0:24.358',-0.175
'0:24.361',-0.175
'0:24.364',-0.180
'0:24.367',-0.195
'0:24.369',-0.205
'0:24.372',-0.215
'0:24.375',-0.205
'0:24.378',-0.190
'0:24.381',-0.200
'0:24.383',-0.200
'0:24.386',-0.210
'0:24.389',-0.220
'0:24.392',-0.195
'0:24.394',-0.195
'0:24.397',-0.200
'0:24.400',-0.205
'0:24.403',-0.215
'0:24.406',-0.215
'0:24.408',-0.210
'0:24.411',-0.215
'0:24.414',-0.210
'0:24.417',-0.210
'0:24.419',-0.215
'0:24.422',-0.220
'0:24.425',-0.200
'0:24.428',-0.195
'0:24.431',-0.200
'0:24.433',-0.205
'0:24.436',-0.215
'0:24.439',-0.215
'0:24.442',-0.195
'0:24.444',-0.175
'0:24.447',-0.150
'0:24.450',-0.140
'0:24.453',-0.135
'0:24.456',-0.125
'0:24.458',-0.080
'0:24.461',-0.030
'0:24.464',0.005
'0:24.467',0.040
'0:24.469',0.055
'0:24.472',0.065
'0:24.475',0.100
'0:24.478',0.125
'0:24.481',0.145
'0:24.483',0.165
'0:24.486',0.165
'0:24.489',0.170
'0:24.492',0.155
'0:24.494',0.155
'0:24.497',0.130
'0:24.500',0.105
'0:24.503',0.090
'0:24.506',0.095
'0:24.508',0.110
'0:24.511',0.125
'0:24.514',0.100
'0:24.517',0.095
'0:24.519',0.095
'0:24.522',0.065
'0:24.525',0.070
'0:24.528',0.055
'0:24.531',0.035
'0:24.533',0.035
'0:24.536',0.005
'0:24.539',-0.010
'0:24.542',0.010
'0:24.544',0.060
'0:24.547',0.200
'0:24.550',0.535
'0:24.553',1.100
'0:24.556',1.680
'0:24.558',1.930
'0:24.561',1.805
'0:24.564',1.580
'0:24.567',1.430
'0:24.569',1.355
'0:24.572',1.280
'0:24.575',1.185
'0:24.578',1.100
'0:24.581',1.010
'0:24.583',0.910
'0:24.586',0.825
'0:24.589',0.715
'0:24.592',0.610
'0:24.594',0.495
'0:24.597',0.370
'0:24.600',0.230
'0:24.603',0.090
'0:24.606',-0.050
'0:24.608',-0.210
'0:24.611',-0.355
'0:24.614',-0.510
'0:24.617',-0.715
'0:24.619',-0.925
'0:24.622',-1.145
'0:24.625',-1.345
'0:24.628',-1.505
'0:24.631',-1.685
'0:24.633',-1.805
'0:24.636',-1.890
'0:24.639',-1.950
'0:24.642',-1.960
'0:24.644',-1.950
'0:24.647',-2.005
'0:24.650',-2.100
'0:24.653',-2.215
'0:24.656',-2.315
'0:24.658',-2.370
'0:24.661',-2.415
'0:24.664',-2.495
'0:24.667',-2.575
'0:24.669',-2.595
'0:24.672',-2.550
'0:24.675',-2.395
'0:24.678',-2.215
'0:24.681',-2.020
'0:24.683',-1.840
'0:24.686',-1.650
'0:24.689',-1.505
'0:24.692',-1.360
'0:24.694',-1.275
'0:24.697',-1.220
'0:24.700',-1.175
'0:24.703',-1.115
'0:24.706',-1.060
'0:24.708',-1.010
'0:24.711',-0.975
'0:24.714',-0.975
'0:24.717',-0.970
'0:24.719',-0.930
'0:24.722',-0.865
'0:24.725',-0.770
'0:24.728',-0.700
'0:24.731',-0.640
'0:24.733',-0.585
'0:24.736',-0.545
'0:24.739',-0.500
'0:24.742',-0.405
'0:24.744',-0.310
'0:24.747',-0.205
'0:24.750',-0.120
'0:24.753',-0.040
'0:24.756',0.035
'0:24.758',0.110
'0:24.761',0.175
'0:24.764',0.220
'0:24.767',0.240
'0:24.769',0.255
'0:24.772',0.270
'0:24.775',0.295
'0:24.778',0.335
'0:24.781',0.360
'0:24.783',0.380
'0:24.786',0.390
'0:24.789',0.405
'0:24.792',0.450
'0:24.794',0.495
'0:24.797',0.505
'0:24.800',0.520
'0:24.803',0.540
'0:24.806',0.560
'0:24.808',0.595
'0:24.811',0.640
'0:24.814',0.665
'0:24.817',0.680
'0:24.819',0.685
'0:24.822',0.705
'0:24.825',0.745
'0:24.828',0.800
'0:24.831',0.820
'0:24.833',0.850
'0:24.836',0.880
'0:24.839',0.915
'0:24.842',0.965
'0:24.844',1.000
'0:24.847',1.030
'0:24.850',1.065
'0:24.853',1.070
'0:24.856',1.095
'0:24.858',1.125
'0:24.861',1.165
'0:24.864',1.180
'0:24.867',1.190
'0:24.869',1.215
'0:24.872',1.240
'0:24.875',1.260
'0:24.878',1.270
'0:24.881',1.270
'0:24.883',1.265
'0:24.886',1.265
'0:24.889',1.260
'0:24.892',1.270
'0:24.894',1.285
'0:24.897',1.265
'0:24.900',1.250
'0:24.903',1.230
'0:24.906',1.200
'0:24.908',1.190
'0:24.911',1.195
'0:24.914',1.180
'0:24.917',1.145
'0:24.919',1.095
'0:24.922',1.050
'0:24.925',1.015
'0:24.928',1.000
'0:24.931',0.955
'0:24.933',0.920
'0:24.936',0.860
'0:24.939',0.825
'0:24.942',0.795
'0:24.944',0.750
'0:24.947',0.695
'0:24.950',0.635
'0:24.953',0.600
'0:24.956',0.545
'0:24.958',0.495
'0:24.961',0.450
'0:24.964',0.410
'0:24.967',0.365
'0:24.969',0.315
'0:24.972',0.255
'0:24.975',0.220
'0:24.978',0.200
'0:24.981',0.165
'0:24.983',0.130
'0:24.986',0.085
'0:24.989',0.055
'0:24.992',0.030
'0:24.994',0.030
'0:24.997',-0.005
'0:25.000',-0.045
'0:25.003',-0.065
'0:25.006',-0.085
'0:25.008',-0.095
'0:25.011',-0.095
'0:25.014',-0.110
'0:25.017',-0.115
'0:25.019',-0.100
'0:25.022',-0.120
'0:25.025',-0.115
'0:25.028',-0.130
'0:25.031',-0.140
'0:25.033',-0.155
'0:25.036',-0.165
'0:25.039',-0.190
'0:25.042',-0.170
'0:25.044',-0.150
'0:25.047',-0.145
'0:25.050',-0.155
'0:25.053',-0.170
'0:25.056',-0.180
'0:25.058',-0.175
'0:25.061',-0.165
'0:25.064',-0.170
'0:25.067',-0.170
'0:25.069',-0.185
'0:25.072',-0.190
'0:25.075',-0.185
'0:25.078',-0.160
'0:25.081',-0.165
'0:25.083',-0.170
'0:25.086',-0.190
'0:25.089',-0.190
'0:25.092',-0.180
'0:25.094',-0.170
'0:25.097',-0.165
'0:25.100',-0.165
'0:25.103',-0.155
'0:25.106',-0.170
'0:25.108',-0.150
'0:25.111',-0.140
'0:25.114',-0.130
'0:25.117',-0.140
'0:25.119',-0.155
'0:25.122',-0.135
'0:25.125',-0.130
'0:25.128',-0.105
'0:25.131',-0.090
'0:25.133',-0.080
