'Elapsed time','MLIII'
'0:15.508',3.765
'0:15.512',3.775
'0:15.516',3.780
'0:15.520',3.795
'0:15.524',3.830
'0:15.528',3.865
'0:15.532',3.880
'0:15.536',3.875
'0:15.540',3.850
'0:15.544',3.875
'0:15.548',3.880
'0:15.552',3.910
'0:15.556',3.935
'0:15.560',3.935
'0:15.564',3.920
'0:15.568',3.935
'0:15.572',3.935
'0:15.576',3.935
'0:15.580',3.950
'0:15.584',3.935
'0:15.588',3.950
'0:15.592',3.935
'0:15.596',3.920
'0:15.600',3.910
'0:15.604',3.920
'0:15.608',3.930
'0:15.612',3.935
'0:15.616',3.945
'0:15.620',3.935
'0:15.624',3.910
'0:15.628',3.910
'0:15.632',3.910
'0:15.636',3.920
'0:15.640',3.935
'0:15.644',3.920
'0:15.648',3.930
'0:15.652',3.930
'0:15.656',3.920
'0:15.660',3.930
'0:15.664',3.930
'0:15.668',3.895
'0:15.672',3.910
'0:15.676',3.915
'0:15.680',3.915
'0:15.684',3.930
'0:15.688',3.910
'0:15.692',3.920
'0:15.696',3.930
'0:15.700',3.920
'0:15.704',3.910
'0:15.708',3.895
'0:15.712',3.910
'0:15.716',3.930
'0:15.720',3.935
'0:15.724',3.910
'0:15.728',3.880
'0:15.732',3.875
'0:15.736',3.885
'0:15.740',3.895
'0:15.744',3.880
'0:15.748',3.875
'0:15.752',3.850
'0:15.756',3.835
'0:15.760',3.845
'0:15.764',3.875
'0:15.768',3.865
'0:15.772',3.875
'0:15.776',3.860
'0:15.780',3.865
'0:15.784',3.865
'0:15.788',3.865
'0:15.792',3.860
'0:15.796',3.825
'0:15.800',3.875
'0:15.804',3.865
'0:15.808',3.880
'0:15.812',3.875
'0:15.816',3.865
'0:15.820',3.875
'0:15.824',3.835
'0:15.828',3.825
'0:15.832',3.810
'0:15.836',3.830
'0:15.840',3.850
'0:15.844',3.850
'0:15.848',3.860
'0:15.852',3.895
'0:15.856',3.910
'0:15.860',3.985
'0:15.864',4.005
'0:15.868',4.035
'0:15.872',4.050
'0:15.876',4.105
'0:15.880',4.125
'0:15.884',4.185
'0:15.888',4.220
'0:15.892',4.275
'0:15.896',4.275
'0:15.900',4.230
'0:15.904',4.160
'0:15.908',4.090
'0:15.912',4.065
'0:15.916',4.035
'0:15.920',3.985
'0:15.924',3.920
'0:15.928',3.850
'0:15.932',3.815
'0:15.936',3.815
'0:15.940',3.795
'0:15.944',3.780
'0:15.948',3.795
'0:15.952',3.790
'0:15.956',3.775
'0:15.960',3.755
'0:15.964',3.740
'0:15.968',3.760
'0:15.972',3.760
'0:15.976',3.755
'0:15.980',3.740
'0:15.984',3.740
'0:15.988',3.760
'0:15.992',3.745
'0:15.996',3.745
'0:16.000',3.740
'0:16.004',3.755
'0:16.008',3.775
'0:16.012',3.825
'0:16.016',4.005
'0:16.020',4.330
'0:16.024',4.725
'0:16.028',4.900
'0:16.032',4.865
'0:16.036',4.685
'0:16.040',4.485
'0:16.044',4.295
'0:16.048',4.135
'0:16.052',4.040
'0:16.056',3.965
'0:16.060',3.880
'0:16.064',3.815
'0:16.068',3.760
'0:16.072',3.725
'0:16.076',3.710
'0:16.080',3.705
'0:16.084',3.690
'0:16.088',3.685
'0:16.092',3.670
'0:16.096',3.670
'0:16.100',3.670
'0:16.104',3.685
'0:16.108',3.675
'0:16.112',3.690
'0:16.116',3.690
'0:16.120',3.690
'0:16.124',3.685
'0:16.128',3.685
'0:16.132',3.705
'0:16.136',3.710
'0:16.140',3.725
'0:16.144',3.710
'0:16.148',3.695
'0:16.152',3.695
'0:16.156',3.695
'0:16.160',3.710
'0:16.164',3.730
'0:16.168',3.745
'0:16.172',3.760
'0:16.176',3.740
'0:16.180',3.730
'0:16.184',3.725
'0:16.188',3.740
'0:16.192',3.740
'0:16.196',3.755
'0:16.200',3.740
'0:16.204',3.760
'0:16.208',3.725
'0:16.212',3.685
'0:16.216',3.695
'0:16.220',3.725
'0:16.224',3.720
'0:16.228',3.725
'0:16.232',3.720
'0:16.236',3.710
'0:16.240',3.705
'0:16.244',3.740
'0:16.248',3.760
'0:16.252',3.755
'0:16.256',3.760
'0:16.260',3.755
'0:16.264',3.755
'0:16.268',3.765
'0:16.272',3.765
'0:16.276',3.765
'0:16.280',3.765
'0:16.284',3.780
'0:16.288',3.795
'0:16.292',3.815
'0:16.296',3.825
'0:16.300',3.825
'0:16.304',3.825
'0:16.308',3.815
'0:16.312',3.825
'0:16.316',3.850
'0:16.320',3.875
'0:16.324',3.865
'0:16.328',3.835
'0:16.332',3.830
'0:16.336',3.850
'0:16.340',3.860
'0:16.344',3.860
'0:16.348',3.860
'0:16.352',3.835
'0:16.356',3.830
'0:16.360',3.825
'0:16.364',3.825
'0:16.368',3.825
'0:16.372',3.815
'0:16.376',3.810
'0:16.380',3.795
'0:16.384',3.825
'0:16.388',3.830
'0:16.392',3.835
'0:16.396',3.835
'0:16.400',3.825
'0:16.404',3.835
'0:16.408',3.835
'0:16.412',3.825
'0:16.416',3.825
'0:16.420',3.825
'0:16.424',3.810
'0:16.428',3.815
'0:16.432',3.815
'0:16.436',3.810
'0:16.440',3.810
'0:16.444',3.810
'0:16.448',3.815
'0:16.452',3.810
'0:16.456',3.810
'0:16.460',3.795
'0:16.464',3.780
'0:16.468',3.795
'0:16.472',3.795
'0:16.476',3.795
'0:16.480',3.780
'0:16.484',3.765
'0:16.488',3.760
'0:16.492',3.755
'0:16.496',3.760
'0:16.500',3.780
'0:16.504',3.800
'0:16.508',3.815
'0:16.512',3.810
'0:16.516',3.775
'0:16.520',3.765
'0:16.524',3.780
'0:16.528',3.795
'0:16.532',3.800
'0:16.536',3.800
'0:16.540',3.810
'0:16.544',3.815
'0:16.548',3.765
'0:16.552',3.780
'0:16.556',3.765
'0:16.560',3.775
'0:16.564',3.780
'0:16.568',3.780
'0:16.572',3.795
'0:16.576',3.790
'0:16.580',3.780
'0:16.584',3.795
'0:16.588',3.795
'0:16.592',3.815
'0:16.596',3.830
'0:16.600',3.875
'0:16.604',3.935
'0:16.608',3.965
'0:16.612',3.990
'0:16.616',4.030
'0:16.620',4.050
'0:16.624',4.105
'0:16.628',4.160
'0:16.632',4.220
'0:16.636',4.220
'0:16.640',4.160
'0:16.644',4.090
'0:16.648',4.050
'0:16.652',4.005
'0:16.656',3.965
'0:16.660',3.920
'0:16.664',3.875
'0:16.668',3.810
'0:16.672',3.765
'0:16.676',3.740
'0:16.680',3.740
'0:16.684',3.740
'0:16.688',3.730
'0:16.692',3.725
'0:16.696',3.720
'0:16.700',3.685
'0:16.704',3.685
'0:16.708',3.685
'0:16.712',3.685
'0:16.716',3.685
'0:16.720',3.685
'0:16.724',3.690
'0:16.728',3.710
'0:16.732',3.725
'0:16.736',3.685
'0:16.740',3.675
'0:16.744',3.655
'0:16.748',3.655
'0:16.752',3.740
'0:16.756',3.935
'0:16.760',4.275
'0:16.764',4.645
'0:16.768',4.885
'0:16.772',4.825
'0:16.776',4.640
'0:16.780',4.470
'0:16.784',4.275
'0:16.788',4.065
'0:16.792',3.915
'0:16.796',3.815
'0:16.800',3.765
'0:16.804',3.745
'0:16.808',3.710
'0:16.812',3.685
'0:16.816',3.670
'0:16.820',3.660
'0:16.824',3.685
'0:16.828',3.705
'0:16.832',3.685
'0:16.836',3.660
'0:16.840',3.600
'0:16.844',3.550
'0:16.848',3.570
'0:16.852',3.625
'0:16.856',3.640
'0:16.860',3.610
'0:16.864',3.590
'0:16.868',3.640
'0:16.872',3.690
'0:16.876',3.685
'0:16.880',3.610
'0:16.884',3.585
'0:16.888',3.660
'0:16.892',3.745
'0:16.896',3.765
'0:16.900',3.725
'0:16.904',3.645
'0:16.908',3.610
'0:16.912',3.590
'0:16.916',3.585
'0:16.920',3.635
'0:16.924',3.645
'0:16.928',3.605
'0:16.932',3.590
'0:16.936',3.625
'0:16.940',3.655
'0:16.944',3.660
'0:16.948',3.660
'0:16.952',3.640
'0:16.956',3.655
'0:16.960',3.655
'0:16.964',3.675
'0:16.968',3.690
'0:16.972',3.655
'0:16.976',3.645
'0:16.980',3.640
'0:16.984',3.660
'0:16.988',3.670
'0:16.992',3.690
'0:16.996',3.705
'0:17.000',3.695
'0:17.004',3.695
'0:17.008',3.710
'0:17.012',3.730
'0:17.016',3.755
'0:17.020',3.775
'0:17.024',3.780
'0:17.028',3.780
'0:17.032',3.800
'0:17.036',3.825
'0:17.040',3.825
'0:17.044',3.835
'0:17.048',3.835
'0:17.052',3.835
'0:17.056',3.845
'0:17.060',3.850
'0:17.064',3.850
'0:17.068',3.835
'0:17.072',3.795
'0:17.076',3.810
'0:17.080',3.815
'0:17.084',3.825
'0:17.088',3.830
'0:17.092',3.825
'0:17.096',3.825
'0:17.100',3.795
'0:17.104',3.795
'0:17.108',3.800
'0:17.112',3.825
'0:17.116',3.830
'0:17.120',3.850
'0:17.124',3.845
'0:17.128',3.845
'0:17.132',3.830
'0:17.136',3.825
'0:17.140',3.810
'0:17.144',3.810
'0:17.148',3.830
'0:17.152',3.830
'0:17.156',3.845
'0:17.160',3.825
'0:17.164',3.825
'0:17.168',3.835
'0:17.172',3.860
'0:17.176',3.860
'0:17.180',3.875
'0:17.184',3.875
'0:17.188',3.830
'0:17.192',3.825
'0:17.196',3.825
'0:17.200',3.815
'0:17.204',3.835
'0:17.208',3.845
'0:17.212',3.865
'0:17.216',3.875
'0:17.220',3.875
'0:17.224',3.845
'0:17.228',3.810
'0:17.232',3.790
'0:17.236',3.795
'0:17.240',3.835
'0:17.244',3.875
'0:17.248',3.875
'0:17.252',3.830
'0:17.256',3.800
'0:17.260',3.795
'0:17.264',3.835
'0:17.268',3.850
'0:17.272',3.850
'0:17.276',3.835
'0:17.280',3.815
'0:17.284',3.825
'0:17.288',3.835
'0:17.292',3.865
'0:17.296',3.875
'0:17.300',3.875
'0:17.304',3.860
'0:17.308',3.850
'0:17.312',3.860
'0:17.316',3.875
'0:17.320',3.880
'0:17.324',3.910
'0:17.328',3.910
'0:17.332',3.935
'0:17.336',3.965
'0:17.340',3.990
'0:17.344',3.990
'0:17.348',4.030
'0:17.352',4.065
'0:17.356',4.100
'0:17.360',4.135
'0:17.364',4.210
'0:17.368',4.265
'0:17.372',4.300
'0:17.376',4.325
'0:17.380',4.290
'0:17.384',4.265
'0:17.388',4.220
'0:17.392',4.160
'0:17.396',4.105
'0:17.400',4.085
'0:17.404',4.065
'0:17.408',4.005
'0:17.412',3.955
'0:17.416',3.920
'0:17.420',3.930
'0:17.424',3.930
'0:17.428',3.895
'0:17.432',3.895
'0:17.436',3.895
'0:17.440',3.875
'0:17.444',3.850
'0:17.448',3.835
'0:17.452',3.865
'0:17.456',3.875
'0:17.460',3.865
'0:17.464',3.850
'0:17.468',3.825
'0:17.472',3.835
'0:17.476',3.835
'0:17.480',3.845
'0:17.484',3.865
'0:17.488',3.865
'0:17.492',3.865
'0:17.496',3.910
'0:17.500',4.085
'0:17.504',4.385
'0:17.508',4.740
'0:17.512',4.950
'0:17.516',4.935
'0:17.520',4.795
'0:17.524',4.660
'0:17.528',4.490
'0:17.532',4.330
'0:17.536',4.245
'0:17.540',4.185
'0:17.544',4.105
'0:17.548',4.020
'0:17.552',3.965
'0:17.556',3.930
'0:17.560',3.895
'0:17.564',3.885
'0:17.568',3.895
'0:17.572',3.895
'0:17.576',3.885
'0:17.580',3.865
'0:17.584',3.825
'0:17.588',3.800
'0:17.592',3.825
'0:17.596',3.865
'0:17.600',3.910
'0:17.604',3.915
'0:17.608',3.945
'0:17.612',3.965
'0:17.616',3.930
'0:17.620',3.880
'0:17.624',3.825
'0:17.628',3.830
'0:17.632',3.875
'0:17.636',3.900
'0:17.640',3.920
'0:17.644',3.895
'0:17.648',3.910
'0:17.652',3.955
'0:17.656',3.990
'0:17.660',4.020
'0:17.664',4.005
'0:17.668',3.990
'0:17.672',3.990
'0:17.676',3.970
'0:17.680',3.990
'0:17.684',4.030
'0:17.688',4.075
'0:17.692',4.075
'0:17.696',4.065
'0:17.700',4.040
'0:17.704',4.035
'0:17.708',4.035
'0:17.712',4.020
'0:17.716',4.005
'0:17.720',4.005
'0:17.724',3.985
'0:17.728',4.005
'0:17.732',4.005
'0:17.736',4.005
'0:17.740',3.990
'0:17.744',3.990
'0:17.748',3.990
'0:17.752',4.000
'0:17.756',4.020
'0:17.760',4.040
'0:17.764',4.065
'0:17.768',4.065
'0:17.772',4.075
'0:17.776',4.100
'0:17.780',4.120
'0:17.784',4.175
'0:17.788',4.175
'0:17.792',4.175
'0:17.796',4.185
'0:17.800',4.210
'0:17.804',4.220
'0:17.808',4.185
'0:17.812',4.190
'0:17.816',4.210
'0:17.820',4.225
'0:17.824',4.240
'0:17.828',4.240
'0:17.832',4.245
'0:17.836',4.240
'0:17.840',4.230
'0:17.844',4.225
'0:17.848',4.220
'0:17.852',4.240
'0:17.856',4.275
'0:17.860',4.265
'0:17.864',4.245
'0:17.868',4.230
'0:17.872',4.230
'0:17.876',4.245
'0:17.880',4.265
'0:17.884',4.275
'0:17.888',4.255
'0:17.892',4.260
'0:17.896',4.240
'0:17.900',4.265
'0:17.904',4.265
'0:17.908',4.260
'0:17.912',4.260
'0:17.916',4.245
'0:17.920',4.245
'0:17.924',4.240
'0:17.928',4.245
'0:17.932',4.240
'0:17.936',4.260
'0:17.940',4.255
'0:17.944',4.245
'0:17.948',4.265
'0:17.952',4.300
'0:17.956',4.260
'0:17.960',4.265
'0:17.964',4.245
'0:17.968',4.245
'0:17.972',4.275
'0:17.976',4.275
'0:17.980',4.280
'0:17.984',4.275
'0:17.988',4.290
'0:17.992',4.290
'0:17.996',4.275
'0:18.000',4.275
'0:18.004',4.265
'0:18.008',4.275
'0:18.012',4.265
'0:18.016',4.275
'0:18.020',4.275
'0:18.024',4.290
'0:18.028',4.290
'0:18.032',4.275
'0:18.036',4.275
'0:18.040',4.275
'0:18.044',4.265
'0:18.048',4.265
'0:18.052',4.275
'0:18.056',4.300
'0:18.060',4.325
'0:18.064',4.325
'0:18.068',4.330
'0:18.072',4.300
'0:18.076',4.295
'0:18.080',4.300
'0:18.084',4.325
'0:18.088',4.360
'0:18.092',4.385
'0:18.096',4.435
'0:18.100',4.470
'0:18.104',4.490
'0:18.108',4.515
'0:18.112',4.520
'0:18.116',4.585
'0:18.120',4.660
'0:18.124',4.660
'0:18.128',4.670
'0:18.132',4.640
'0:18.136',4.605
'0:18.140',4.570
'0:18.144',4.515
'0:18.148',4.500
'0:18.152',4.455
'0:18.156',4.415
'0:18.160',4.380
'0:18.164',4.325
'0:18.168',4.300
'0:18.172',4.280
'0:18.176',4.275
'0:18.180',4.260
'0:18.184',4.265
'0:18.188',4.275
'0:18.192',4.290
'0:18.196',4.275
'0:18.200',4.245
'0:18.204',4.225
'0:18.208',4.225
'0:18.212',4.230
'0:18.216',4.245
'0:18.220',4.240
'0:18.224',4.230
'0:18.228',4.225
'0:18.232',4.210
'0:18.236',4.195
'0:18.240',4.170
'0:18.244',4.175
'0:18.248',4.290
'0:18.252',4.565
'0:18.256',4.910
'0:18.260',5.170
'0:18.264',5.210
'0:18.268',5.105
'0:18.272',5.035
'0:18.276',4.920
'0:18.280',4.755
'0:18.284',4.660
'0:18.288',4.585
'0:18.292',4.515
'0:18.296',4.430
'0:18.300',4.350
'0:18.304',4.300
'0:18.308',4.290
'0:18.312',4.260
'0:18.316',4.260
'0:18.320',4.275
'0:18.324',4.275
'0:18.328',4.280
'0:18.332',4.255
'0:18.336',4.240
'0:18.340',4.245
'0:18.344',4.260
'0:18.348',4.280
'0:18.352',4.290
'0:18.356',4.290
'0:18.360',4.300
'0:18.364',4.315
'0:18.368',4.300
'0:18.372',4.290
'0:18.376',4.290
'0:18.380',4.275
'0:18.384',4.275
'0:18.388',4.280
'0:18.392',4.300
'0:18.396',4.310
'0:18.400',4.325
'0:18.404',4.325
'0:18.408',4.325
'0:18.412',4.290
'0:18.416',4.290
'0:18.420',4.290
'0:18.424',4.300
'0:18.428',4.295
'0:18.432',4.325
'0:18.436',4.310
'0:18.440',4.300
'0:18.444',4.290
'0:18.448',4.275
'0:18.452',4.290
'0:18.456',4.300
'0:18.460',4.325
'0:18.464',4.300
'0:18.468',4.300
'0:18.472',4.300
'0:18.476',4.315
'0:18.480',4.275
'0:18.484',4.265
'0:18.488',4.260
'0:18.492',4.275
'0:18.496',4.295
'0:18.500',4.315
'0:18.504',4.345
'0:18.508',4.345
'0:18.512',4.345
'0:18.516',4.360
'0:18.520',4.360
'0:18.524',4.380
'0:18.528',4.385
'0:18.532',4.400
'0:18.536',4.415
'0:18.540',4.435
'0:18.544',4.445
'0:18.548',4.445
'0:18.552',4.450
'0:18.556',4.445
'0:18.560',4.450
'0:18.564',4.455
'0:18.568',4.455
'0:18.572',4.445
'0:18.576',4.450
'0:18.580',4.470
'0:18.584',4.490
'0:18.588',4.480
'0:18.592',4.465
'0:18.596',4.455
'0:18.600',4.455
'0:18.604',4.470
'0:18.608',4.490
'0:18.612',4.500
'0:18.616',4.490
'0:18.620',4.490
'0:18.624',4.465
'0:18.628',4.470
'0:18.632',4.455
'0:18.636',4.455
'0:18.640',4.480
'0:18.644',4.500
'0:18.648',4.500
'0:18.652',4.505
'0:18.656',4.500
'0:18.660',4.470
'0:18.664',4.465
'0:18.668',4.435
'0:18.672',4.455
'0:18.676',4.470
'0:18.680',4.485
'0:18.684',4.490
'0:18.688',4.470
'0:18.692',4.450
'0:18.696',4.435
'0:18.700',4.445
'0:18.704',4.445
'0:18.708',4.455
'0:18.712',4.470
'0:18.716',4.485
'0:18.720',4.490
'0:18.724',4.470
'0:18.728',4.470
'0:18.732',4.470
'0:18.736',4.490
'0:18.740',4.500
'0:18.744',4.490
'0:18.748',4.470
'0:18.752',4.445
'0:18.756',4.430
'0:18.760',4.435
'0:18.764',4.420
'0:18.768',4.435
'0:18.772',4.445
'0:18.776',4.485
'0:18.780',4.490
'0:18.784',4.470
'0:18.788',4.455
'0:18.792',4.445
'0:18.796',4.435
'0:18.800',4.455
'0:18.804',4.470
'0:18.808',4.490
'0:18.812',4.490
'0:18.816',4.465
'0:18.820',4.445
'0:18.824',4.435
'0:18.828',4.435
'0:18.832',4.490
'0:18.836',4.500
'0:18.840',4.550
'0:18.844',4.585
'0:18.848',4.625
'0:18.852',4.670
'0:18.856',4.685
'0:18.860',4.705
'0:18.864',4.720
'0:18.868',4.755
'0:18.872',4.800
'0:18.876',4.830
'0:18.880',4.835
'0:18.884',4.825
'0:18.888',4.775
'0:18.892',4.725
'0:18.896',4.685
'0:18.900',4.660
'0:18.904',4.625
'0:18.908',4.570
'0:18.912',4.515
'0:18.916',4.470
'0:18.920',4.430
'0:18.924',4.435
'0:18.928',4.435
'0:18.932',4.435
'0:18.936',4.415
'0:18.940',4.395
'0:18.944',4.385
'0:18.948',4.385
'0:18.952',4.380
'0:18.956',4.380
'0:18.960',4.380
'0:18.964',4.385
'0:18.968',4.385
'0:18.972',4.380
'0:18.976',4.375
'0:18.980',4.380
'0:18.984',4.385
'0:18.988',4.380
'0:18.992',4.345
'0:18.996',4.410
'0:19.000',4.635
'0:19.004',4.950
'0:19.008',5.260
'0:19.012',5.360
'0:19.016',5.280
'0:19.020',5.170
'0:19.024',5.035
'0:19.028',4.865
'0:19.032',4.725
'0:19.036',4.660
'0:19.040',4.585
'0:19.044',4.505
'0:19.048',4.445
'0:19.052',4.400
'0:19.056',4.380
'0:19.060',4.365
'0:19.064',4.350
'0:19.068',4.345
'0:19.072',4.345
'0:19.076',4.345
'0:19.080',4.360
'0:19.084',4.385
'0:19.088',4.385
'0:19.092',4.380
'0:19.096',4.350
'0:19.100',4.345
'0:19.104',4.360
'0:19.108',4.360
'0:19.112',4.375
'0:19.116',4.385
'0:19.120',4.385
'0:19.124',4.385
'0:19.128',4.380
'0:19.132',4.380
'0:19.136',4.360
'0:19.140',4.360
'0:19.144',4.380
'0:19.148',4.380
'0:19.152',4.360
'0:19.156',4.380
'0:19.160',4.380
'0:19.164',4.385
'0:19.168',4.380
'0:19.172',4.360
'0:19.176',4.345
'0:19.180',4.360
'0:19.184',4.360
'0:19.188',4.375
'0:19.192',4.335
'0:19.196',4.350
'0:19.200',4.380
'0:19.204',4.380
'0:19.208',4.380
'0:19.212',4.345
'0:19.216',4.330
'0:19.220',4.315
'0:19.224',4.300
'0:19.228',4.310
'0:19.232',4.330
'0:19.236',4.345
'0:19.240',4.345
'0:19.244',4.335
'0:19.248',4.345
'0:19.252',4.345
'0:19.256',4.345
'0:19.260',4.345
'0:19.264',4.380
'0:19.268',4.380
'0:19.272',4.400
'0:19.276',4.430
'0:19.280',4.445
'0:19.284',4.445
'0:19.288',4.445
'0:19.292',4.480
'0:19.296',4.500
'0:19.300',4.500
'0:19.304',4.480
'0:19.308',4.470
'0:19.312',4.470
'0:19.316',4.490
'0:19.320',4.500
'0:19.324',4.500
'0:19.328',4.485
'0:19.332',4.490
'0:19.336',4.480
'0:19.340',4.490
'0:19.344',4.470
'0:19.348',4.455
'0:19.352',4.470
'0:19.356',4.500
'0:19.360',4.500
'0:19.364',4.500
'0:19.368',4.500
'0:19.372',4.500
'0:19.376',4.500
'0:19.380',4.490
'0:19.384',4.500
'0:19.388',4.500
'0:19.392',4.500
'0:19.396',4.500
'0:19.400',4.490
'0:19.404',4.500
'0:19.408',4.500
'0:19.412',4.485
'0:19.416',4.490
'0:19.420',4.490
'0:19.424',4.490
'0:19.428',4.490
'0:19.432',4.490
'0:19.436',4.465
'0:19.440',4.490
'0:19.444',4.500
'0:19.448',4.500
'0:19.452',4.500
'0:19.456',4.470
'0:19.460',4.455
'0:19.464',4.465
'0:19.468',4.470
'0:19.472',4.470
'0:19.476',4.470
'0:19.480',4.470
'0:19.484',4.470
'0:19.488',4.470
'0:19.492',4.455
'0:19.496',4.455
'0:19.500',4.455
'0:19.504',4.445
'0:19.508',4.455
'0:19.512',4.450
'0:19.516',4.430
'0:19.520',4.435
'0:19.524',4.445
'0:19.528',4.420
'0:19.532',4.430
'0:19.536',4.435
'0:19.540',4.445
'0:19.544',4.470
'0:19.548',4.450
'0:19.552',4.445
'0:19.556',4.445
'0:19.560',4.445
'0:19.564',4.445
'0:19.568',4.455
'0:19.572',4.500
'0:19.576',4.535
'0:19.580',4.550
'0:19.584',4.585
'0:19.588',4.640
'0:19.592',4.660
'0:19.596',4.675
'0:19.600',4.720
'0:19.604',4.775
'0:19.608',4.825
'0:19.612',4.835
'0:19.616',4.835
'0:19.620',4.795
'0:19.624',4.740
'0:19.628',4.695
'0:19.632',4.670
'0:19.636',4.640
'0:19.640',4.585
'0:19.644',4.505
'0:19.648',4.470
'0:19.652',4.435
'0:19.656',4.415
'0:19.660',4.410
'0:19.664',4.385
'0:19.668',4.380
'0:19.672',4.345
'0:19.676',4.330
'0:19.680',4.295
'0:19.684',4.300
'0:19.688',4.325
'0:19.692',4.335
'0:19.696',4.345
'0:19.700',4.330
'0:19.704',4.315
'0:19.708',4.280
'0:19.712',4.290
'0:19.716',4.260
'0:19.720',4.290
'0:19.724',4.300
'0:19.728',4.300
'0:19.732',4.360
'0:19.736',4.470
'0:19.740',4.745
'0:19.744',5.085
'0:19.748',5.260
'0:19.752',5.205
'0:19.756',5.075
'0:19.760',4.945
'0:19.764',4.795
'0:19.768',4.655
'0:19.772',4.550
'0:19.776',4.500
'0:19.780',4.435
'0:19.784',4.375
'0:19.788',4.335
'0:19.792',4.290
'0:19.796',4.275
'0:19.800',4.275
'0:19.804',4.290
'0:19.808',4.280
'0:19.812',4.275
'0:19.816',4.265
'0:19.820',4.245
'0:19.824',4.245
'0:19.828',4.265
'0:19.832',4.265
'0:19.836',4.265
'0:19.840',4.280
'0:19.844',4.290
'0:19.848',4.300
'0:19.852',4.280
'0:19.856',4.290
'0:19.860',4.300
'0:19.864',4.300
'0:19.868',4.300
'0:19.872',4.290
'0:19.876',4.280
'0:19.880',4.300
'0:19.884',4.275
'0:19.888',4.260
'0:19.892',4.275
'0:19.896',4.275
'0:19.900',4.300
'0:19.904',4.290
'0:19.908',4.295
'0:19.912',4.295
'0:19.916',4.290
'0:19.920',4.275
'0:19.924',4.260
'0:19.928',4.265
'0:19.932',4.265
'0:19.936',4.265
'0:19.940',4.245
'0:19.944',4.225
'0:19.948',4.230
'0:19.952',4.245
'0:19.956',4.260
'0:19.960',4.260
'0:19.964',4.275
'0:19.968',4.265
'0:19.972',4.240
'0:19.976',4.230
'0:19.980',4.230
'0:19.984',4.265
'0:19.988',4.290
'0:19.992',4.300
'0:19.996',4.325
'0:20.000',4.330
'0:20.004',4.330
'0:20.008',4.335
'0:20.012',4.350
'0:20.016',4.380
'0:20.020',4.380
'0:20.024',4.380
'0:20.028',4.380
'0:20.032',4.375
'0:20.036',4.365
'0:20.040',4.360
'0:20.044',4.365
'0:20.048',4.385
'0:20.052',4.380
'0:20.056',4.380
'0:20.060',4.380
'0:20.064',4.360
'0:20.068',4.385
'0:20.072',4.375
'0:20.076',4.360
'0:20.080',4.360
'0:20.084',4.365
'0:20.088',4.380
'0:20.092',4.365
'0:20.096',4.345
'0:20.100',4.325
'0:20.104',4.330
'0:20.108',4.350
'0:20.112',4.380
'0:20.116',4.380
'0:20.120',4.380
'0:20.124',4.380
'0:20.128',4.350
'0:20.132',4.350
'0:20.136',4.350
'0:20.140',4.360
'0:20.144',4.380
'0:20.148',4.380
'0:20.152',4.380
'0:20.156',4.360
'0:20.160',4.330
'0:20.164',4.330
'0:20.168',4.330
'0:20.172',4.335
'0:20.176',4.345
'0:20.180',4.330
'0:20.184',4.315
'0:20.188',4.280
'0:20.192',4.300
'0:20.196',4.335
'0:20.200',4.360
'0:20.204',4.375
'0:20.208',4.345
'0:20.212',4.330
'0:20.216',4.325
'0:20.220',4.300
'0:20.224',4.300
'0:20.228',4.295
'0:20.232',4.295
'0:20.236',4.330
'0:20.240',4.315
'0:20.244',4.310
'0:20.248',4.290
'0:20.252',4.280
'0:20.256',4.290
'0:20.260',4.290
'0:20.264',4.290
'0:20.268',4.280
'0:20.272',4.275
'0:20.276',4.260
'0:20.280',4.260
'0:20.284',4.265
'0:20.288',4.275
'0:20.292',4.290
'0:20.296',4.290
'0:20.300',4.265
'0:20.304',4.265
'0:20.308',4.265
'0:20.312',4.280
'0:20.316',4.300
'0:20.320',4.345
'0:20.324',4.385
'0:20.328',4.415
'0:20.332',4.445
'0:20.336',4.470
'0:20.340',4.490
'0:20.344',4.490
'0:20.348',4.520
'0:20.352',4.585
'0:20.356',4.640
'0:20.360',4.660
'0:20.364',4.610
'0:20.368',4.570
'0:20.372',4.505
'0:20.376',4.470
'0:20.380',4.435
'0:20.384',4.385
'0:20.388',4.315
'0:20.392',4.275
'0:20.396',4.225
'0:20.400',4.220
'0:20.404',4.230
'0:20.408',4.220
'0:20.412',4.210
'0:20.416',4.210
'0:20.420',4.195
'0:20.424',4.190
'0:20.428',4.145
'0:20.432',4.120
'0:20.436',4.100
'0:20.440',4.105
'0:20.444',4.145
'0:20.448',4.145
'0:20.452',4.160
'0:20.456',4.125
'0:20.460',4.125
'0:20.464',4.105
'0:20.468',4.085
'0:20.472',4.075
'0:20.476',4.105
'0:20.480',4.220
'0:20.484',4.455
'0:20.488',4.795
'0:20.492',5.055
'0:20.496',5.100
'0:20.500',5.000
'0:20.504',4.860
'0:20.508',4.705
'0:20.512',4.540
'0:20.516',4.415
'0:20.520',4.330
'0:20.524',4.245
'0:20.528',4.190
'0:20.532',4.160
'0:20.536',4.135
'0:20.540',4.110
'0:20.544',4.105
'0:20.548',4.090
'0:20.552',4.075
'0:20.556',4.065
'0:20.560',4.075
'0:20.564',4.075
'0:20.568',4.090
'0:20.572',4.105
'0:20.576',4.100
'0:20.580',4.085
'0:20.584',4.065
'0:20.588',4.070
