'Elapsed time','MLII'
'0:17.319',-0.725
'0:17.322',-0.735
'0:17.325',-0.740
'0:17.328',-0.760
'0:17.331',-0.750
'0:17.333',-0.755
'0:17.336',-0.755
'0:17.339',-0.755
'0:17.342',-0.755
'0:17.344',-0.750
'0:17.347',-0.745
'0:17.350',-0.745
'0:17.353',-0.745
'0:17.356',-0.765
'0:17.358',-0.770
'0:17.361',-0.780
'0:17.364',-0.775
'0:17.367',-0.770
'0:17.369',-0.775
'0:17.372',-0.770
'0:17.375',-0.770
'0:17.378',-0.760
'0:17.381',-0.760
'0:17.383',-0.760
'0:17.386',-0.765
'0:17.389',-0.775
'0:17.392',-0.785
'0:17.394',-0.780
'0:17.397',-0.800
'0:17.400',-0.795
'0:17.403',-0.795
'0:17.406',-0.795
'0:17.408',-0.790
'0:17.411',-0.785
'0:17.414',-0.790
'0:17.417',-0.780
'0:17.419',-0.780
'0:17.422',-0.790
'0:17.425',-0.790
'0:17.428',-0.805
'0:17.431',-0.815
'0:17.433',-0.810
'0:17.436',-0.795
'0:17.439',-0.805
'0:17.442',-0.800
'0:17.444',-0.805
'0:17.447',-0.785
'0:17.450',-0.780
'0:17.453',-0.780
'0:17.456',-0.780
'0:17.458',-0.770
'0:17.461',-0.775
'0:17.464',-0.780
'0:17.467',-0.775
'0:17.469',-0.760
'0:17.472',-0.750
'0:17.475',-0.735
'0:17.478',-0.730
'0:17.481',-0.700
'0:17.483',-0.700
'0:17.486',-0.685
'0:17.489',-0.690
'0:17.492',-0.720
'0:17.494',-0.715
'0:17.497',-0.710
'0:17.500',-0.715
'0:17.503',-0.705
'0:17.506',-0.705
'0:17.508',-0.690
'0:17.511',-0.675
'0:17.514',-0.655
'0:17.517',-0.650
'0:17.519',-0.650
'0:17.522',-0.655
'0:17.525',-0.670
'0:17.528',-0.690
'0:17.531',-0.720
'0:17.533',-0.735
'0:17.536',-0.755
'0:17.539',-0.755
'0:17.542',-0.755
'0:17.544',-0.745
'0:17.547',-0.735
'0:17.550',-0.750
'0:17.553',-0.755
'0:17.556',-0.765
'0:17.558',-0.785
'0:17.561',-0.815
'0:17.564',-0.830
'0:17.567',-0.845
'0:17.569',-0.840
'0:17.572',-0.850
'0:17.575',-0.845
'0:17.578',-0.845
'0:17.581',-0.850
'0:17.583',-0.845
'0:17.586',-0.850
'0:17.589',-0.845
'0:17.592',-0.855
'0:17.594',-0.855
'0:17.597',-0.860
'0:17.600',-0.880
'0:17.603',-0.870
'0:17.606',-0.865
'0:17.608',-0.865
'0:17.611',-0.855
'0:17.614',-0.850
'0:17.617',-0.850
'0:17.619',-0.860
'0:17.622',-0.860
'0:17.625',-0.870
'0:17.628',-0.865
'0:17.631',-0.855
'0:17.633',-0.860
'0:17.636',-0.850
'0:17.639',-0.850
'0:17.642',-0.830
'0:17.644',-0.785
'0:17.647',-0.750
'0:17.650',-0.685
'0:17.653',-0.615
'0:17.656',-0.505
'0:17.658',-0.390
'0:17.661',-0.260
'0:17.664',-0.160
'0:17.667',-0.095
'0:17.669',-0.075
'0:17.672',-0.145
'0:17.675',-0.220
'0:17.678',-0.355
'0:17.681',-0.475
'0:17.683',-0.595
'0:17.686',-0.725
'0:17.689',-0.890
'0:17.692',-1.050
'0:17.694',-1.145
'0:17.697',-1.180
'0:17.700',-1.170
'0:17.703',-1.150
'0:17.706',-1.115
'0:17.708',-1.085
'0:17.711',-1.055
'0:17.714',-1.010
'0:17.717',-1.005
'0:17.719',-0.995
'0:17.722',-0.980
'0:17.725',-0.970
'0:17.728',-0.970
'0:17.731',-0.950
'0:17.733',-0.950
'0:17.736',-0.960
'0:17.739',-0.955
'0:17.742',-0.945
'0:17.744',-0.945
'0:17.747',-0.945
'0:17.750',-0.935
'0:17.753',-0.950
'0:17.756',-0.945
'0:17.758',-0.965
'0:17.761',-0.955
'0:17.764',-0.980
'0:17.767',-0.975
'0:17.769',-0.975
'0:17.772',-0.970
'0:17.775',-0.965
'0:17.778',-0.955
'0:17.781',-0.950
'0:17.783',-0.945
'0:17.786',-0.950
'0:17.789',-0.955
'0:17.792',-0.955
'0:17.794',-0.960
'0:17.797',-0.985
'0:17.800',-1.000
'0:17.803',-0.995
'0:17.806',-0.985
'0:17.808',-0.985
'0:17.811',-0.960
'0:17.814',-0.960
'0:17.817',-0.965
'0:17.819',-0.970
'0:17.822',-0.975
'0:17.825',-0.980
'0:17.828',-0.995
'0:17.831',-1.005
'0:17.833',-1.020
'0:17.836',-1.010
'0:17.839',-1.015
'0:17.842',-1.005
'0:17.844',-1.005
'0:17.847',-1.000
'0:17.850',-1.005
'0:17.853',-1.005
'0:17.856',-1.020
'0:17.858',-1.035
'0:17.861',-1.035
'0:17.864',-1.040
'0:17.867',-1.055
'0:17.869',-1.050
'0:17.872',-1.055
'0:17.875',-1.050
'0:17.878',-1.055
'0:17.881',-1.045
'0:17.883',-1.065
'0:17.886',-1.060
'0:17.889',-1.065
'0:17.892',-1.085
'0:17.894',-1.095
'0:17.897',-1.090
'0:17.900',-1.095
'0:17.903',-1.090
'0:17.906',-1.090
'0:17.908',-1.075
'0:17.911',-1.080
'0:17.914',-1.060
'0:17.917',-1.070
'0:17.919',-1.055
'0:17.922',-1.045
'0:17.925',-1.045
'0:17.928',-1.045
'0:17.931',-1.045
'0:17.933',-1.030
'0:17.936',-1.030
'0:17.939',-1.020
'0:17.942',-0.990
'0:17.944',-0.975
'0:17.947',-0.965
'0:17.950',-0.940
'0:17.953',-0.930
'0:17.956',-0.920
'0:17.958',-0.905
'0:17.961',-0.885
'0:17.964',-0.870
'0:17.967',-0.850
'0:17.969',-0.830
'0:17.972',-0.800
'0:17.975',-0.770
'0:17.978',-0.755
'0:17.981',-0.750
'0:17.983',-0.730
'0:17.986',-0.720
'0:17.989',-0.720
'0:17.992',-0.715
'0:17.994',-0.720
'0:17.997',-0.725
'0:18.000',-0.735
'0:18.003',-0.730
'0:18.006',-0.725
'0:18.008',-0.720
'0:18.011',-0.705
'0:18.014',-0.705
'0:18.017',-0.700
'0:18.019',-0.715
'0:18.022',-0.715
'0:18.025',-0.730
'0:18.028',-0.735
'0:18.031',-0.745
'0:18.033',-0.750
'0:18.036',-0.750
'0:18.039',-0.750
'0:18.042',-0.755
'0:18.044',-0.755
'0:18.047',-0.760
'0:18.050',-0.755
'0:18.053',-0.760
'0:18.056',-0.755
'0:18.058',-0.770
'0:18.061',-0.775
'0:18.064',-0.790
'0:18.067',-0.795
'0:18.069',-0.785
'0:18.072',-0.775
'0:18.075',-0.770
'0:18.078',-0.765
'0:18.081',-0.760
'0:18.083',-0.770
'0:18.086',-0.780
'0:18.089',-0.785
'0:18.092',-0.780
'0:18.094',-0.785
'0:18.097',-0.800
'0:18.100',-0.810
'0:18.103',-0.790
'0:18.106',-0.800
'0:18.108',-0.805
'0:18.111',-0.785
'0:18.114',-0.790
'0:18.117',-0.785
'0:18.119',-0.785
'0:18.122',-0.790
'0:18.125',-0.795
'0:18.128',-0.795
'0:18.131',-0.800
'0:18.133',-0.795
'0:18.136',-0.795
'0:18.139',-0.795
'0:18.142',-0.785
'0:18.144',-0.790
'0:18.147',-0.790
'0:18.150',-0.785
'0:18.153',-0.780
'0:18.156',-0.765
'0:18.158',-0.785
'0:18.161',-0.785
'0:18.164',-0.795
'0:18.167',-0.800
'0:18.169',-0.790
'0:18.172',-0.760
'0:18.175',-0.745
'0:18.178',-0.720
'0:18.181',-0.695
'0:18.183',-0.690
'0:18.186',-0.690
'0:18.189',-0.680
'0:18.192',-0.690
'0:18.194',-0.695
'0:18.197',-0.710
'0:18.200',-0.710
'0:18.203',-0.710
'0:18.206',-0.715
'0:18.208',-0.700
'0:18.211',-0.680
'0:18.214',-0.660
'0:18.217',-0.650
'0:18.219',-0.655
'0:18.222',-0.670
'0:18.225',-0.695
'0:18.228',-0.720
'0:18.231',-0.745
'0:18.233',-0.755
'0:18.236',-0.775
'0:18.239',-0.770
'0:18.242',-0.755
'0:18.244',-0.755
'0:18.247',-0.755
'0:18.250',-0.760
'0:18.253',-0.790
'0:18.256',-0.805
'0:18.258',-0.820
'0:18.261',-0.840
'0:18.264',-0.860
'0:18.267',-0.860
'0:18.269',-0.855
'0:18.272',-0.855
'0:18.275',-0.850
'0:18.278',-0.840
'0:18.281',-0.830
'0:18.283',-0.840
'0:18.286',-0.835
'0:18.289',-0.840
'0:18.292',-0.840
'0:18.294',-0.850
'0:18.297',-0.850
'0:18.300',-0.855
'0:18.303',-0.860
'0:18.306',-0.875
'0:18.308',-0.840
'0:18.311',-0.840
'0:18.314',-0.830
'0:18.317',-0.840
'0:18.319',-0.840
'0:18.322',-0.840
'0:18.325',-0.835
'0:18.328',-0.840
'0:18.331',-0.840
'0:18.333',-0.825
'0:18.336',-0.805
'0:18.339',-0.765
'0:18.342',-0.720
'0:18.344',-0.635
'0:18.347',-0.535
'0:18.350',-0.405
'0:18.353',-0.275
'0:18.356',-0.150
'0:18.358',-0.090
'0:18.361',-0.055
'0:18.364',-0.125
'0:18.367',-0.225
'0:18.369',-0.355
'0:18.372',-0.475
'0:18.375',-0.625
'0:18.378',-0.750
'0:18.381',-0.900
'0:18.383',-1.045
'0:18.386',-1.125
'0:18.389',-1.160
'0:18.392',-1.165
'0:18.394',-1.145
'0:18.397',-1.125
'0:18.400',-1.100
'0:18.403',-1.090
'0:18.406',-1.070
'0:18.408',-1.035
'0:18.411',-1.010
'0:18.414',-0.995
'0:18.417',-0.970
'0:18.419',-0.950
'0:18.422',-0.940
'0:18.425',-0.940
'0:18.428',-0.945
'0:18.431',-0.965
'0:18.433',-0.975
'0:18.436',-0.960
'0:18.439',-0.960
'0:18.442',-0.960
'0:18.444',-0.955
'0:18.447',-0.945
'0:18.450',-0.935
'0:18.453',-0.945
'0:18.456',-0.950
'0:18.458',-0.955
'0:18.461',-0.965
'0:18.464',-0.965
'0:18.467',-0.970
'0:18.469',-0.980
'0:18.472',-0.965
'0:18.475',-0.970
'0:18.478',-0.960
'0:18.481',-0.955
'0:18.483',-0.955
'0:18.486',-0.950
'0:18.489',-0.965
'0:18.492',-0.975
'0:18.494',-0.980
'0:18.497',-0.985
'0:18.500',-0.990
'0:18.503',-1.000
'0:18.506',-0.995
'0:18.508',-0.995
'0:18.511',-0.990
'0:18.514',-0.985
'0:18.517',-0.995
'0:18.519',-0.995
'0:18.522',-1.005
'0:18.525',-1.010
'0:18.528',-1.010
'0:18.531',-1.020
'0:18.533',-1.020
'0:18.536',-1.025
'0:18.539',-1.010
'0:18.542',-1.025
'0:18.544',-1.025
'0:18.547',-1.035
'0:18.550',-1.030
'0:18.553',-1.045
'0:18.556',-1.035
'0:18.558',-1.050
'0:18.561',-1.050
'0:18.564',-1.065
'0:18.567',-1.065
'0:18.569',-1.065
'0:18.572',-1.060
'0:18.575',-1.065
'0:18.578',-1.060
'0:18.581',-1.055
'0:18.583',-1.045
'0:18.586',-1.065
'0:18.589',-1.065
'0:18.592',-1.065
'0:18.594',-1.080
'0:18.597',-1.080
'0:18.600',-1.080
'0:18.603',-1.070
'0:18.606',-1.070
'0:18.608',-1.055
'0:18.611',-1.045
'0:18.614',-1.050
'0:18.617',-1.030
'0:18.619',-1.025
'0:18.622',-1.030
'0:18.625',-1.030
'0:18.628',-1.025
'0:18.631',-1.015
'0:18.633',-1.000
'0:18.636',-0.980
'0:18.639',-0.970
'0:18.642',-0.935
'0:18.644',-0.910
'0:18.647',-0.880
'0:18.650',-0.855
'0:18.653',-0.840
'0:18.656',-0.830
'0:18.658',-0.800
'0:18.661',-0.795
'0:18.664',-0.790
'0:18.667',-0.765
'0:18.669',-0.755
'0:18.672',-0.735
'0:18.675',-0.720
'0:18.678',-0.720
'0:18.681',-0.710
'0:18.683',-0.700
'0:18.686',-0.695
'0:18.689',-0.695
'0:18.692',-0.710
'0:18.694',-0.710
'0:18.697',-0.715
'0:18.700',-0.710
'0:18.703',-0.715
'0:18.706',-0.710
'0:18.708',-0.700
'0:18.711',-0.705
'0:18.714',-0.710
'0:18.717',-0.710
'0:18.719',-0.710
'0:18.722',-0.730
'0:18.725',-0.735
'0:18.728',-0.740
'0:18.731',-0.755
'0:18.733',-0.755
'0:18.736',-0.770
'0:18.739',-0.760
'0:18.742',-0.750
'0:18.744',-0.755
'0:18.747',-0.740
'0:18.750',-0.740
'0:18.753',-0.735
'0:18.756',-0.750
'0:18.758',-0.765
'0:18.761',-0.765
'0:18.764',-0.770
'0:18.767',-0.785
'0:18.769',-0.785
'0:18.772',-0.790
'0:18.775',-0.775
'0:18.778',-0.775
'0:18.781',-0.775
'0:18.783',-0.770
'0:18.786',-0.770
'0:18.789',-0.775
'0:18.792',-0.780
'0:18.794',-0.780
'0:18.797',-0.790
'0:18.800',-0.790
'0:18.803',-0.795
'0:18.806',-0.790
'0:18.808',-0.790
'0:18.811',-0.780
'0:18.814',-0.770
'0:18.817',-0.775
'0:18.819',-0.775
'0:18.822',-0.780
'0:18.825',-0.790
'0:18.828',-0.800
'0:18.831',-0.800
'0:18.833',-0.815
'0:18.836',-0.810
'0:18.839',-0.805
'0:18.842',-0.795
'0:18.844',-0.780
'0:18.847',-0.775
'0:18.850',-0.765
'0:18.853',-0.775
'0:18.856',-0.780
'0:18.858',-0.790
'0:18.861',-0.795
'0:18.864',-0.800
'0:18.867',-0.795
'0:18.869',-0.775
'0:18.872',-0.765
'0:18.875',-0.740
'0:18.878',-0.720
'0:18.881',-0.710
'0:18.883',-0.715
'0:18.886',-0.705
'0:18.889',-0.715
'0:18.892',-0.700
'0:18.894',-0.710
'0:18.897',-0.715
'0:18.900',-0.715
'0:18.903',-0.720
'0:18.906',-0.705
'0:18.908',-0.700
'0:18.911',-0.690
'0:18.914',-0.670
'0:18.917',-0.660
'0:18.919',-0.670
'0:18.922',-0.685
'0:18.925',-0.705
'0:18.928',-0.715
'0:18.931',-0.740
'0:18.933',-0.765
'0:18.936',-0.780
'0:18.939',-0.765
'0:18.942',-0.755
'0:18.944',-0.750
'0:18.947',-0.755
'0:18.950',-0.760
'0:18.953',-0.770
'0:18.956',-0.800
'0:18.958',-0.830
'0:18.961',-0.840
'0:18.964',-0.875
'0:18.967',-0.880
'0:18.969',-0.870
'0:18.972',-0.865
'0:18.975',-0.870
'0:18.978',-0.865
'0:18.981',-0.860
'0:18.983',-0.845
'0:18.986',-0.855
'0:18.989',-0.855
'0:18.992',-0.865
'0:18.994',-0.870
'0:18.997',-0.860
'0:19.000',-0.870
'0:19.003',-0.865
'0:19.006',-0.855
'0:19.008',-0.850
'0:19.011',-0.850
'0:19.014',-0.835
'0:19.017',-0.850
'0:19.019',-0.855
'0:19.022',-0.845
'0:19.025',-0.855
'0:19.028',-0.855
'0:19.031',-0.870
'0:19.033',-0.850
'0:19.036',-0.845
'0:19.039',-0.825
'0:19.042',-0.775
'0:19.044',-0.710
'0:19.047',-0.615
'0:19.050',-0.505
'0:19.053',-0.375
'0:19.056',-0.270
'0:19.058',-0.170
'0:19.061',-0.125
'0:19.064',-0.125
'0:19.067',-0.210
'0:19.069',-0.335
'0:19.072',-0.480
'0:19.075',-0.620
'0:19.078',-0.760
'0:19.081',-0.910
'0:19.083',-1.045
'0:19.086',-1.135
'0:19.089',-1.170
'0:19.092',-1.175
'0:19.094',-1.165
'0:19.097',-1.130
'0:19.100',-1.125
'0:19.103',-1.095
'0:19.106',-1.075
'0:19.108',-1.050
'0:19.111',-1.020
'0:19.114',-0.995
'0:19.117',-0.970
'0:19.119',-0.945
'0:19.122',-0.940
'0:19.125',-0.960
'0:19.128',-0.975
'0:19.131',-0.985
'0:19.133',-0.980
'0:19.136',-0.980
'0:19.139',-0.975
'0:19.142',-0.955
'0:19.144',-0.960
'0:19.147',-0.950
'0:19.150',-0.935
'0:19.153',-0.940
'0:19.156',-0.945
'0:19.158',-0.955
'0:19.161',-0.965
'0:19.164',-0.970
'0:19.167',-0.975
'0:19.169',-0.975
'0:19.172',-0.975
'0:19.175',-0.975
'0:19.178',-0.965
'0:19.181',-0.990
'0:19.183',-0.965
'0:19.186',-0.965
'0:19.189',-0.975
'0:19.192',-0.975
'0:19.194',-0.990
'0:19.197',-0.995
'0:19.200',-1.005
'0:19.203',-0.995
'0:19.206',-0.985
'0:19.208',-0.990
'0:19.211',-0.990
'0:19.214',-0.990
'0:19.217',-0.985
'0:19.219',-0.990
'0:19.222',-0.990
'0:19.225',-1.000
'0:19.228',-1.020
'0:19.231',-1.030
'0:19.233',-1.040
'0:19.236',-1.050
'0:19.239',-1.045
'0:19.242',-1.045
'0:19.244',-1.035
'0:19.247',-1.020
'0:19.250',-1.025
'0:19.253',-1.040
'0:19.256',-1.050
'0:19.258',-1.065
'0:19.261',-1.055
'0:19.264',-1.065
'0:19.267',-1.070
'0:19.269',-1.070
'0:19.272',-1.085
'0:19.275',-1.080
'0:19.278',-1.080
'0:19.281',-1.070
'0:19.283',-1.075
'0:19.286',-1.070
'0:19.289',-1.095
'0:19.292',-1.090
'0:19.294',-1.090
'0:19.297',-1.100
'0:19.300',-1.090
'0:19.303',-1.100
'0:19.306',-1.095
'0:19.308',-1.075
'0:19.311',-1.065
'0:19.314',-1.060
'0:19.317',-1.055
'0:19.319',-1.055
'0:19.322',-1.060
'0:19.325',-1.055
'0:19.328',-1.055
'0:19.331',-1.055
'0:19.333',-1.040
'0:19.336',-1.035
'0:19.339',-1.015
'0:19.342',-0.990
'0:19.344',-0.975
'0:19.347',-0.940
'0:19.350',-0.920
'0:19.353',-0.895
'0:19.356',-0.885
'0:19.358',-0.870
'0:19.361',-0.855
'0:19.364',-0.840
'0:19.367',-0.820
'0:19.369',-0.815
'0:19.372',-0.790
'0:19.375',-0.770
'0:19.378',-0.750
'0:19.381',-0.740
'0:19.383',-0.725
'0:19.386',-0.735
'0:19.389',-0.720
'0:19.392',-0.720
'0:19.394',-0.725
'0:19.397',-0.725
'0:19.400',-0.750
'0:19.403',-0.740
'0:19.406',-0.740
'0:19.408',-0.735
'0:19.411',-0.745
'0:19.414',-0.740
'0:19.417',-0.735
'0:19.419',-0.735
'0:19.422',-0.740
'0:19.425',-0.750
'0:19.428',-0.755
'0:19.431',-0.780
'0:19.433',-0.785
'0:19.436',-0.785
'0:19.439',-0.780
'0:19.442',-0.775
'0:19.444',-0.795
'0:19.447',-0.790
'0:19.450',-0.790
'0:19.453',-0.790
'0:19.456',-0.795
'0:19.458',-0.805
'0:19.461',-0.815
'0:19.464',-0.815
'0:19.467',-0.825
'0:19.469',-0.825
'0:19.472',-0.815
'0:19.475',-0.820
'0:19.478',-0.805
'0:19.481',-0.800
'0:19.483',-0.800
'0:19.486',-0.800
'0:19.489',-0.815
'0:19.492',-0.805
'0:19.494',-0.820
'0:19.497',-0.820
'0:19.500',-0.825
'0:19.503',-0.825
'0:19.506',-0.830
'0:19.508',-0.820
'0:19.511',-0.820
'0:19.514',-0.820
'0:19.517',-0.815
'0:19.519',-0.830
'0:19.522',-0.835
'0:19.525',-0.830
'0:19.528',-0.830
'0:19.531',-0.840
'0:19.533',-0.840
'0:19.536',-0.835
'0:19.539',-0.835
'0:19.542',-0.835
'0:19.544',-0.825
'0:19.547',-0.820
'0:19.550',-0.800
'0:19.553',-0.815
'0:19.556',-0.820
'0:19.558',-0.830
'0:19.561',-0.820
'0:19.564',-0.835
'0:19.567',-0.825
'0:19.569',-0.810
'0:19.572',-0.805
'0:19.575',-0.785
'0:19.578',-0.770
'0:19.581',-0.765
'0:19.583',-0.740
'0:19.586',-0.740
'0:19.589',-0.735
'0:19.592',-0.740
'0:19.594',-0.735
'0:19.597',-0.755
'0:19.600',-0.755
'0:19.603',-0.745
'0:19.606',-0.745
'0:19.608',-0.730
'0:19.611',-0.725
'0:19.614',-0.725
'0:19.617',-0.700
'0:19.619',-0.705
'0:19.622',-0.690
'0:19.625',-0.705
'0:19.628',-0.750
'0:19.631',-0.770
'0:19.633',-0.785
'0:19.636',-0.800
'0:19.639',-0.805
'0:19.642',-0.805
'0:19.644',-0.790
'0:19.647',-0.780
'0:19.650',-0.780
'0:19.653',-0.800
'0:19.656',-0.810
'0:19.658',-0.840
'0:19.661',-0.860
'0:19.664',-0.885
'0:19.667',-0.890
'0:19.669',-0.900
'0:19.672',-0.900
'0:19.675',-0.895
'0:19.678',-0.885
'0:19.681',-0.880
'0:19.683',-0.885
'0:19.686',-0.880
'0:19.689',-0.885
'0:19.692',-0.885
'0:19.694',-0.910
'0:19.697',-0.910
'0:19.700',-0.905
'0:19.703',-0.900
'0:19.706',-0.895
'0:19.708',-0.905
'0:19.711',-0.880
'0:19.714',-0.870
'0:19.717',-0.875
'0:19.719',-0.860
'0:19.722',-0.865
'0:19.725',-0.870
'0:19.728',-0.875
'0:19.731',-0.885
'0:19.733',-0.890
'0:19.736',-0.895
'0:19.739',-0.895
'0:19.742',-0.870
'0:19.744',-0.840
'0:19.747',-0.780
'0:19.750',-0.720
'0:19.753',-0.645
'0:19.756',-0.550
'0:19.758',-0.440
'0:19.761',-0.330
'0:19.764',-0.235
'0:19.767',-0.165
'0:19.769',-0.135
'0:19.772',-0.170
'0:19.775',-0.265
'0:19.778',-0.380
'0:19.781',-0.495
'0:19.783',-0.620
'0:19.786',-0.755
'0:19.789',-0.900
'0:19.792',-1.070
'0:19.794',-1.170
'0:19.797',-1.215
'0:19.800',-1.215
'0:19.803',-1.185
'0:19.806',-1.175
'0:19.808',-1.140
'0:19.811',-1.100
'0:19.814',-1.105
'0:19.817',-1.080
'0:19.819',-1.065
'0:19.822',-1.055
'0:19.825',-1.045
'0:19.828',-1.025
'0:19.831',-1.025
'0:19.833',-1.005
'0:19.836',-0.990
'0:19.839',-0.990
'0:19.842',-0.985
'0:19.844',-0.975
'0:19.847',-0.980
'0:19.850',-0.980
'0:19.853',-0.975
'0:19.856',-0.980
'0:19.858',-0.990
'0:19.861',-1.000
'0:19.864',-1.010
'0:19.867',-1.015
'0:19.869',-1.015
'0:19.872',-1.010
'0:19.875',-1.010
'0:19.878',-1.000
'0:19.881',-0.995
'0:19.883',-1.000
'0:19.886',-1.000
'0:19.889',-1.005
'0:19.892',-1.025
'0:19.894',-1.015
'0:19.897',-1.020
'0:19.900',-1.035
'0:19.903',-1.040
'0:19.906',-1.040
'0:19.908',-1.015
'0:19.911',-1.015
'0:19.914',-1.010
'0:19.917',-1.000
'0:19.919',-1.020
'0:19.922',-1.020
'0:19.925',-1.030
'0:19.928',-1.040
'0:19.931',-1.045
'0:19.933',-1.055
'0:19.936',-1.070
'0:19.939',-1.055
'0:19.942',-1.050
'0:19.944',-1.050
'0:19.947',-1.050
'0:19.950',-1.040
'0:19.953',-1.040
'0:19.956',-1.045
'0:19.958',-1.055
'0:19.961',-1.075
'0:19.964',-1.085
'0:19.967',-1.085
'0:19.969',-1.085
'0:19.972',-1.090
'0:19.975',-1.110
'0:19.978',-1.105
'0:19.981',-1.095
'0:19.983',-1.080
'0:19.986',-1.090
'0:19.989',-1.090
'0:19.992',-1.100
'0:19.994',-1.110
'0:19.997',-1.115
'0:20.000',-1.115
'0:20.003',-1.120
'0:20.006',-1.120
'0:20.008',-1.115
'0:20.011',-1.105
'0:20.014',-1.100
'0:20.017',-1.095
'0:20.019',-1.085
'0:20.022',-1.085
'0:20.025',-1.080
'0:20.028',-1.090
'0:20.031',-1.090
'0:20.033',-1.090
'0:20.036',-1.080
'0:20.039',-1.070
'0:20.042',-1.065
'0:20.044',-1.050
'0:20.047',-1.045
'0:20.050',-1.025
'0:20.053',-1.030
'0:20.056',-1.005
'0:20.058',-0.995
'0:20.061',-0.995
'0:20.064',-0.970
'0:20.067',-0.945
'0:20.069',-0.930
'0:20.072',-0.905
'0:20.075',-0.865
'0:20.078',-0.830
'0:20.081',-0.810
'0:20.083',-0.785
'0:20.086',-0.765
'0:20.089',-0.755
'0:20.092',-0.750
'0:20.094',-0.740
'0:20.097',-0.735
'0:20.100',-0.740
'0:20.103',-0.735
'0:20.106',-0.730
'0:20.108',-0.720
'0:20.111',-0.715
'0:20.114',-0.710
'0:20.117',-0.705
'0:20.119',-0.720
'0:20.122',-0.740
'0:20.125',-0.745
'0:20.128',-0.735
'0:20.131',-0.760
'0:20.133',-0.760
'0:20.136',-0.775
'0:20.139',-0.795
'0:20.142',-0.770
'0:20.144',-0.770
'0:20.147',-0.770
'0:20.150',-0.755
'0:20.153',-0.755
'0:20.156',-0.770
'0:20.158',-0.760
'0:20.161',-0.780
'0:20.164',-0.790
'0:20.167',-0.800
'0:20.169',-0.800
'0:20.172',-0.800
'0:20.175',-0.800
'0:20.178',-0.790
'0:20.181',-0.790
'0:20.183',-0.780
'0:20.186',-0.790
'0:20.189',-0.790
'0:20.192',-0.805
'0:20.194',-0.815
'0:20.197',-0.815
'0:20.200',-0.825
'0:20.203',-0.835
'0:20.206',-0.820
'0:20.208',-0.820
'0:20.211',-0.800
'0:20.214',-0.800
'0:20.217',-0.795
'0:20.219',-0.805
'0:20.222',-0.810
'0:20.225',-0.825
'0:20.228',-0.820
'0:20.231',-0.830
'0:20.233',-0.825
'0:20.236',-0.835
'0:20.239',-0.830
'0:20.242',-0.830
'0:20.244',-0.825
'0:20.247',-0.820
'0:20.250',-0.825
'0:20.253',-0.820
'0:20.256',-0.825
'0:20.258',-0.820
'0:20.261',-0.825
'0:20.264',-0.830
'0:20.267',-0.840
'0:20.269',-0.855
'0:20.272',-0.840
'0:20.275',-0.830
'0:20.278',-0.815
'0:20.281',-0.815
'0:20.283',-0.805
'0:20.286',-0.810
'0:20.289',-0.800
'0:20.292',-0.810
'0:20.294',-0.810
'0:20.297',-0.805
'0:20.300',-0.805
'0:20.303',-0.795
'0:20.306',-0.785
'0:20.308',-0.765
'0:20.311',-0.740
'0:20.314',-0.740
'0:20.317',-0.715
'0:20.319',-0.720
'0:20.322',-0.730
'0:20.325',-0.740
'0:20.328',-0.745
'0:20.331',-0.755
'0:20.333',-0.750
'0:20.336',-0.735
'0:20.339',-0.720
'0:20.342',-0.705
'0:20.344',-0.700
'0:20.347',-0.695
'0:20.350',-0.705
'0:20.353',-0.715
'0:20.356',-0.740
'0:20.358',-0.765
'0:20.361',-0.775
'0:20.364',-0.780
'0:20.367',-0.795
'0:20.369',-0.795
'0:20.372',-0.800
'0:20.375',-0.785
'0:20.378',-0.795
'0:20.381',-0.795
'0:20.383',-0.805
'0:20.386',-0.825
'0:20.389',-0.850
'0:20.392',-0.865
'0:20.394',-0.875
'0:20.397',-0.885
'0:20.400',-0.890
'0:20.403',-0.905
'0:20.406',-0.890
'0:20.408',-0.880
'0:20.411',-0.875
'0:20.414',-0.880
'0:20.417',-0.870
'0:20.419',-0.865
'0:20.422',-0.870
'0:20.425',-0.880
'0:20.428',-0.885
'0:20.431',-0.895
'0:20.433',-0.900
'0:20.436',-0.890
'0:20.439',-0.885
'0:20.442',-0.880
'0:20.444',-0.875
'0:20.447',-0.875
'0:20.450',-0.875
'0:20.453',-0.865
'0:20.456',-0.880
'0:20.458',-0.875
'0:20.461',-0.875
'0:20.464',-0.885
'0:20.467',-0.890
'0:20.469',-0.870
'0:20.472',-0.860
'0:20.475',-0.785
'0:20.478',-0.715
'0:20.481',-0.620
'0:20.483',-0.485
'0:20.486',-0.355
'0:20.489',-0.235
'0:20.492',-0.125
'0:20.494',-0.120
'0:20.497',-0.180
'0:20.500',-0.315
'0:20.503',-0.465
'0:20.506',-0.635
'0:20.508',-0.810
'0:20.511',-0.990
'0:20.514',-1.130
'0:20.517',-1.190
'0:20.519',-1.200
'0:20.522',-1.185
'0:20.525',-1.165
'0:20.528',-1.145
'0:20.531',-1.130
'0:20.533',-1.105
'0:20.536',-1.085
'0:20.539',-1.075
'0:20.542',-1.050
'0:20.544',-1.025
'0:20.547',-1.000
'0:20.550',-0.970
'0:20.553',-0.965
